Sale_Price,Lot_Frontage,Lot_Area,Neighborhood,Overall_Qual,Total_Bsmt_SF,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Garage_Area,Longitude,Latitude
123000,0,5775,Old_Town,Above_Average,483,741,686,1427,379,-93.621862,42.025796
97500,41,5852,Old_Town,Good,1020,978,886,1864,0,-93.6217097,42.0260296
135000,60,5160,Iowa_DOT_and_Rail_Road,Above_Average,1204,1204,462,1666,384,-93.6250433,42.0242487
70000,86,5160,Iowa_DOT_and_Rail_Road,Below_Average,858,892,0,892,0,-93.625154,42.024143
116000,60,10320,Iowa_DOT_and_Rail_Road,Above_Average,698,754,649,1403,308,-93.599575,42.022828
88750,50,4280,Sawyer,Below_Average,560,704,0,704,220,-93.659205,42.032681
179000,60,10800,Edwards,Average,1200,1200,0,1200,0,-93.658207,42.028101
179000,60,10800,Edwards,Average,1200,1200,0,1200,0,-93.658173,42.028098
159900,0,10547,Edwards,Average,1152,1152,0,1152,252,-93.657107,42.028049
61000,0,10020,Edwards,Very_Poor,683,904,0,904,0,-93.6601886,42.0269586
103600,54,6629,Edwards,Above_Average,672,697,672,1369,300,-93.657241,42.022825
63000,60,9780,Edwards,Average,585,687,425,1112,226,-93.658381,42.022978
175000,70,12886,Sawyer,Average,520,1464,0,1464,480,-93.669839,42.033376
139000,80,8816,Sawyer,Average,1121,1121,0,1121,480,-93.675401,42.033633
172500,70,11184,Sawyer,Above_Average,918,918,765,1683,440,-93.672288,42.032367
113500,75,11625,Sawyer,Average,1052,1052,0,1052,668,-93.673382,42.032388
130000,65,7800,Sawyer,Average,864,899,0,899,288,-93.677991,42.029863
149900,0,8014,Sawyer,Above_Average,456,1034,0,1034,504,-93.672651,42.031342
134900,0,7252,Sawyer,Average,858,858,0,858,576,-93.671849,42.030628
137000,74,8740,Sawyer,Average,840,860,0,860,528,-93.671369,42.031138
139000,0,11616,Sawyer,Average,1092,1092,0,1092,288,-93.666432,42.033427
165000,88,15400,Sawyer,Average,552,904,611,1774,384,-93.66636,42.033277
148000,88,15312,Sawyer,Above_Average,1138,1138,0,1138,480,-93.666813,42.032302
165000,0,15584,Clear_Creek,Average,825,2071,0,2071,336,-93.662126,42.032652
63900,0,9000,Sawyer,Poor,0,660,0,660,0,-93.659279,42.032564
161500,0,11250,Clear_Creek,Below_Average,1104,1104,684,1788,304,-93.660877,42.032503
143000,65,25095,Clear_Creek,Average,1437,1473,0,1473,452,-93.66798,42.026548
135000,0,17140,Edwards,Below_Average,1134,1229,0,1229,284,-93.671177,42.023229
82500,0,12342,Edwards,Below_Average,861,861,0,861,539,-93.6721573,42.0240278
190000,0,10708,Clear_Creek,Average,1617,1867,0,1867,303,-93.666242,42.028468
139600,0,13680,Edwards,Fair,0,1733,0,1733,452,-93.665996,42.027656
122000,0,15635,Edwards,Below_Average,0,1383,0,1383,498,-93.665994,42.027506
127500,73,9855,Edwards,Above_Average,1436,1689,0,1689,480,-93.667776,42.024483
121500,68,9571,Edwards,Average,1073,1073,0,1073,340,-93.668212,42.023982
60000,68,9571,Edwards,Average,1276,1276,0,1276,350,-93.667209,42.023916
154400,50,9350,Edwards,Above_Average,747,892,747,1639,240,-93.665271,42.026133
113000,50,9340,Edwards,Below_Average,672,672,0,672,234,-93.66527,42.025996
125000,62,7440,Edwards,Average,1089,1089,0,1089,252,-93.660147,42.026307
84000,0,11500,Edwards,Below_Average,0,845,0,845,290,-93.663366,42.024993
139500,42,4235,Edwards,Average,1049,1049,0,1049,266,-93.6641939,42.0246851
131000,60,11409,Edwards,Average,768,1148,568,1716,281,-93.66104,42.02472119999999
105000,60,9060,Edwards,Above_Average,560,698,560,1258,280,-93.661005,42.023548
108000,60,9084,Edwards,Below_Average,755,755,755,1510,296,-93.659855,42.022754
162000,74,10778,Sawyer_West,Good,1054,1061,0,1061,462,-93.684708,42.034183
156500,66,19255,Sawyer_West,Above_Average,520,1338,0,1338,576,-93.685733,42.033714
316600,79,12327,Sawyer_West,Very_Good,1496,1496,636,2132,612,-93.685986,42.0318449
271900,90,14684,Sawyer_West,Good,2158,2196,0,2196,701,-93.68341,42.03254
213000,75,9317,Sawyer_West,Good,740,1006,769,1775,425,-93.681063,42.030625
239900,85,10560,Sawyer_West,Good,1079,1079,800,1879,473,-93.682025,42.030623
239500,80,9828,Sawyer_West,Very_Good,1128,1142,878,2020,466,-93.682176,42.030678
131000,120,26400,Sawyer_West,Average,0,1288,728,2016,576,-93.679789,42.03252
118964,64,7018,Sawyer_West,Average,0,1535,0,1535,410,-93.679784,42.031622
153337,64,7018,Sawyer_West,Average,1086,1224,0,1224,528,-93.6791403,42.031834
147983,64,7018,Sawyer_West,Average,0,1114,1114,2228,720,-93.679109,42.031623
118858,64,7018,Sawyer_West,Average,0,1535,0,1535,400,-93.679784,42.031545
118858,64,7018,Sawyer_West,Average,0,1535,0,1535,400,-93.6795273,42.0314669
142953,64,7018,Sawyer_West,Average,0,1120,1120,2240,528,-93.6790969,42.0314606
148325,64,7040,Sawyer_West,Average,1094,1229,0,1229,672,-93.6791456,42.0312822
113722,64,7007,Sawyer_West,Average,0,1513,0,1513,400,-93.679781,42.03057
269500,0,11855,Sawyer_West,Good,1168,1168,1619,2787,820,-93.679856,42.030531
269500,0,7939,Sawyer_West,Good,1168,1168,1619,2787,820,-93.6791251,42.0310946
269500,0,7976,Sawyer_West,Good,1168,1168,1619,2787,820,-93.679181,42.0309301
323262,84,10933,College_Creek,Excellent,1555,1680,0,1680,1138,-93.687067,42.026626
297000,79,10637,College_Creek,Very_Good,1705,1718,0,1718,826,-93.688859,42.026482
295493,61,10226,College_Creek,Very_Good,1622,1630,0,1630,860,-93.688993,42.026414
332000,65,10816,College_Creek,Excellent,1720,1720,0,1720,846,-93.689091,42.026372
239900,71,9178,College_Creek,Very_Good,1468,1468,0,1468,904,-93.690266,42.025707
212000,68,10769,College_Creek,Very_Good,866,866,902,1768,578,-93.690971,42.025293
272500,77,11422,College_Creek,Very_Good,1838,1838,0,1838,524,-93.690364,42.025577
239000,122,11923,College_Creek,Excellent,1800,1800,0,1800,702,-93.689072,42.024628
220000,68,8814,College_Creek,Good,1604,1604,0,1604,660,-93.689071,42.024596
200000,64,6762,College_Creek,Good,1282,1290,0,1290,662,-93.691433,42.024613
221800,95,10324,College_Creek,Very_Good,1254,1254,0,1254,810,-93.69157,42.024765
194500,64,7314,College_Creek,Good,1232,1232,0,1232,632,-93.690111,42.024327
237000,78,11645,College_Creek,Very_Good,1498,1498,0,1498,844,-93.689066,42.024399
173000,79,11646,College_Creek,Above_Average,704,704,718,1422,440,-93.689081,42.02322
275000,0,12800,Sawyer_West,Good,1518,1644,0,1644,569,-93.685125,42.029772
233500,0,16698,Clear_Creek,Good,1449,944,815,1759,525,-93.679297,42.02792
185000,0,28698,Clear_Creek,Average,1013,1160,966,2126,538,-93.6825646,42.0255464
152000,82,12464,College_Creek,Average,1040,1040,0,1040,576,-93.691883,42.021171
143000,65,9757,College_Creek,Average,990,990,0,990,440,-93.692135,42.021176
231500,65,15426,College_Creek,Above_Average,928,928,836,1764,470,-93.688372,42.021207
212000,43,10667,College_Creek,Good,799,827,834,1661,550,-93.690401,42.020817
207000,65,14753,College_Creek,Good,1463,1463,0,1463,539,-93.691355,42.019784
145000,112,10859,College_Creek,Average,1097,1097,0,1097,672,-93.691585,42.018996
138000,60,8072,College_Creek,Average,990,990,0,990,480,-93.6928668,42.0197228
197900,80,10400,College_Creek,Good,866,866,913,1779,546,-93.690548,42.018597
204000,78,10335,College_Creek,Good,1490,1501,0,1501,577,-93.690324,42.017569
192000,68,9017,College_Creek,Good,1431,1431,0,1431,666,-93.691667,42.016903
200000,70,8750,College_Creek,Above_Average,928,928,844,1772,492,-93.688383,42.018667
195000,68,8935,College_Creek,Good,831,831,829,1660,493,-93.689431,42.016862
227000,67,9808,College_Creek,Good,1573,1573,0,1573,544,-93.691175,42.016399
230000,79,12420,College_Creek,Good,944,944,896,1840,622,-93.689438,42.01571
187100,67,16285,College_Creek,Good,1413,1430,0,1430,605,-93.689942,42.016551
203000,65,10739,College_Creek,Good,1431,1444,0,1444,577,-93.691672,42.01613
201000,75,11166,College_Creek,Good,1492,1492,0,1492,608,-93.688628,42.015713
124000,60,8430,College_Creek,Average,1040,1040,0,1040,0,-93.686916,42.021384
140000,0,16269,College_Creek,Average,907,907,0,907,343,-93.687212,42.020087
134900,76,6950,College_Creek,Average,914,914,0,914,444,-93.687219,42.019184
150500,61,8800,College_Creek,Average,1040,1040,0,1040,484,-93.685068,42.019697
136500,0,7000,College_Creek,Average,864,864,0,864,336,-93.684887,42.019548
143500,0,9286,College_Creek,Average,1268,1268,0,1268,252,-93.684954,42.019691
133500,36,15523,College_Creek,Average,864,864,0,864,338,-93.683157,42.020666
123000,60,7200,College_Creek,Average,894,894,0,894,600,-93.683159,42.020991
133900,60,7200,College_Creek,Average,768,768,0,768,396,-93.68317,42.021788
133000,70,8445,College_Creek,Average,768,768,0,768,396,-93.68351,42.020843
250000,90,11664,College_Creek,Good,1569,1611,0,1611,1231,-93.687819,42.017109
254750,0,12334,College_Creek,Very_Good,1068,1068,1116,2184,570,-93.686218,42.018722
236500,0,11838,College_Creek,Very_Good,1753,1788,0,1788,522,-93.68269,42.018847
261500,0,11885,College_Creek,Very_Good,1299,1299,573,1872,531,-93.682623,42.01877
313000,0,11050,College_Creek,Excellent,1440,1476,677,2153,736,-93.682983,42.018703
198500,70,8749,College_Creek,Good,840,840,885,1725,550,-93.686744,42.016973
211000,0,11250,College_Creek,Good,944,944,926,1870,608,-93.685673,42.016978
220000,90,15750,College_Creek,Very_Good,1462,1513,0,1513,521,-93.67915,42.0181479
203000,73,11883,College_Creek,Good,1504,1504,0,1504,478,-93.680706,42.018875
279500,0,12782,College_Creek,Very_Good,1822,1828,0,1828,523,-93.681109,42.018866
210000,70,8750,College_Creek,Good,1417,1417,0,1417,511,-93.681343,42.018006
219500,0,9375,College_Creek,Good,1057,1057,977,2034,645,-93.681411,42.017856
191000,70,8750,College_Creek,Good,880,909,807,1716,512,-93.680782,42.017856
178000,70,9100,College_Creek,Good,1212,1212,0,1212,573,-93.68218,42.016819
213000,75,9750,College_Creek,Good,1630,1630,0,1630,451,-93.68167,42.016797
144000,0,4435,College_Creek,Above_Average,848,848,0,848,420,-93.681297,42.016274
140000,0,4435,College_Creek,Above_Average,848,848,0,848,420,-93.681439,42.016271
293200,85,10200,College_Creek,Very_Good,1578,1602,0,1602,810,-93.684115,42.016468
190000,65,9313,College_Creek,Good,864,864,864,1728,572,-93.685333,42.013957
190000,63,8487,College_Creek,Good,1500,1500,0,1500,570,-93.686051,42.014054
173500,64,8633,College_Creek,Above_Average,738,738,738,1476,540,-93.684536,42.013512
170000,85,11069,College_Creek,Above_Average,608,608,788,1396,440,-93.6843,42.013392
108000,67,8777,Edwards,Below_Average,0,1126,0,1126,520,-93.678305,42.020123
167000,75,9937,Edwards,Average,1486,1486,0,1486,480,-93.677407,42.021246
100000,67,8877,Edwards,Below_Average,816,816,0,816,288,-93.676372,42.021219
198500,64,7301,Edwards,Good,0,495,1427,1922,672,-93.672234,42.018988
159500,75,7950,Edwards,Above_Average,690,698,728,1426,440,-93.6755239,42.0186549
127000,80,10682,Edwards,Below_Average,1014,1149,0,1149,544,-93.6739723,42.0196717
125000,72,7200,Edwards,Above_Average,1041,1125,0,1125,352,-93.675248,42.018928
320000,86,13286,Edwards,Excellent,1698,1698,0,1698,768,-93.676608,42.017026
145500,35,3675,Edwards,Above_Average,547,1072,0,1072,525,-93.669952,42.01896
118000,50,9405,Edwards,Average,698,698,0,698,0,-93.664779,42.022478
85000,64,6410,Edwards,Below_Average,876,876,0,876,320,-93.666315,42.019423
120000,70,11767,Edwards,Average,1078,1368,0,1368,195,-93.664685,42.020321
98000,50,8405,Edwards,Below_Average,0,1088,441,1529,240,-93.6644556,42.0217997
99900,56,4060,Edwards,Average,864,864,0,864,0,-93.659191,42.021496
82000,74,10206,Edwards,Fair,0,944,0,944,528,-93.664812,42.019004
119900,65,10926,Edwards,Average,1678,1678,0,1678,0,-93.6644024,42.01822
103500,70,11767,Edwards,Average,1150,1560,0,1560,313,-93.664336,42.019381
112000,0,8926,Edwards,Below_Average,672,960,0,960,288,-93.663302,42.018592
110000,67,12354,Edwards,Above_Average,684,684,512,1196,528,-93.657963,42.022092
122000,45,8212,Edwards,Average,720,854,444,1298,256,-93.656664,42.022088
117000,60,10998,Edwards,Average,984,984,620,1604,660,-93.655674,42.022091
160000,70,6300,South_and_West_of_Iowa_State_University,Average,832,832,436,1268,250,-93.651825,42.020123
159434,55,4500,South_and_West_of_Iowa_State_University,Average,793,848,672,1520,281,-93.652027,42.019713
60000,60,8400,South_and_West_of_Iowa_State_University,Poor,290,438,0,438,246,-93.651786,42.017564
139500,60,9900,South_and_West_of_Iowa_State_University,Above_Average,778,944,545,1489,240,-93.64857,42.016921
197000,102,15863,South_and_West_of_Iowa_State_University,Good,824,1687,998,3082,672,-93.651669,42.016182
105000,43,5707,South_and_West_of_Iowa_State_University,Above_Average,583,647,595,1242,180,-93.646555,42.019094
135000,65,7804,South_and_West_of_Iowa_State_University,Below_Average,1122,1328,653,1981,576,-93.648414,42.018931
147500,64,8574,Crawford,Above_Average,816,1232,0,1232,440,-93.646655,42.017889
137450,51,6171,South_and_West_of_Iowa_State_University,Above_Average,976,1160,448,1608,216,-93.648429,42.017835
155000,60,7200,South_and_West_of_Iowa_State_University,Good,560,575,560,1135,576,-93.6459433,42.0189256
177000,57,7558,Crawford,Above_Average,896,1172,741,1913,342,-93.646881,42.016943
145000,52,6292,South_and_West_of_Iowa_State_University,Good,861,877,600,1477,216,-93.648419,42.016835
137000,53,7155,Crawford,Good,600,628,600,1228,215,-93.644704,42.016957
234000,53,10918,Crawford,Good,1276,1276,804,2080,282,-93.644636,42.016067
205000,60,13680,Crawford,Average,840,840,727,1567,440,-93.6428055,42.0191252
177500,0,7500,Crawford,Above_Average,771,753,741,1494,213,-93.6397,42.019181
160000,130,9600,Crawford,Average,728,976,332,1308,256,-93.642371,42.018707
155000,80,14680,Crawford,Average,1273,1273,0,1273,307,-93.64012,42.017583
163500,80,13360,Crawford,Average,876,964,0,964,432,-93.640592,42.017574
154900,54,7681,Crawford,Average,731,820,523,1343,186,-93.644295,42.016684
205000,0,8145,Crawford,Good,920,1240,1240,2480,400,-93.6439975,42.0158534
144800,70,9100,Crawford,Average,1112,1112,0,1112,390,-93.639431,42.016152
174500,75,12000,Crawford,Good,704,860,704,1564,234,-93.642945,42.014688
193000,90,13339,Crawford,Above_Average,1561,1561,0,1561,463,-93.642885,42.013169
158000,78,15600,Crawford,Average,1067,986,537,1523,295,-93.640762,42.014943
158500,80,14000,Crawford,Above_Average,1092,1152,0,1152,300,-93.641356,42.013753
224000,100,17500,Crawford,Above_Average,1310,1906,0,1906,576,-93.639407,42.0125
115000,24,1733,Blueste,Above_Average,516,516,516,1032,452,-93.645743,42.009489
137000,24,1488,Blueste,Above_Average,561,561,668,1229,462,-93.645743,42.009489
121000,24,1612,Blueste,Above_Average,561,561,668,1229,462,-93.645743,42.009489
124000,24,1300,Blueste,Above_Average,561,561,668,1229,462,-93.645743,42.009489
208000,0,13607,Crawford,Above_Average,572,1182,800,1982,501,-93.644864,42.010636
315000,0,17597,Crawford,Good,1803,2365,0,2365,551,-93.643539,42.01141
222000,0,21695,Crawford,Above_Average,880,1680,0,1680,540,-93.643947,42.009134
147000,59,10690,Iowa_DOT_and_Rail_Road,Average,672,672,672,1344,468,-93.62529,42.022721
123000,50,8660,Iowa_DOT_and_Rail_Road,Average,760,928,928,2168,576,-93.626839,42.021425
78000,60,6402,Iowa_DOT_and_Rail_Road,Average,596,596,596,1192,189,-93.625299,42.021596
85000,105,8470,Iowa_DOT_and_Rail_Road,Fair,1013,1013,0,1526,0,-93.616895,42.020184
75000,60,10200,Iowa_DOT_and_Rail_Road,Below_Average,572,572,0,572,200,-93.615395,42.020002
230000,44,3843,Crawford,Very_Good,1596,1648,0,1648,482,-93.6165709,42.008683
57625,109,21780,Iowa_DOT_and_Rail_Road,Poor,0,810,0,810,280,-93.588227,42.0183
251000,75,10125,Mitchell,Very_Good,1107,1040,1012,2052,642,-93.606944,41.996888
239686,48,12822,Mitchell,Good,1434,1518,631,2149,670,-93.607252,41.996672
240000,43,12118,Mitchell,Good,1710,1710,0,1710,550,-93.607055,41.997119
215000,71,12209,Mitchell,Above_Average,804,804,1157,1961,560,-93.603717,41.99539
156450,75,9750,Mitchell,Above_Average,902,926,0,926,351,-93.604716,41.997067
173000,72,9360,Mitchell,Above_Average,957,1287,0,1287,541,-93.604491,41.997069
126000,75,10125,Mitchell,Average,0,1302,432,1734,539,-93.604519,41.996919
173000,0,9947,Mitchell,Good,1188,1217,0,1217,497,-93.602356,41.995905
152000,82,11070,Mitchell,Average,1582,1595,0,1595,672,-93.602424,41.996066
137500,0,14375,Timberland,Above_Average,819,1344,0,1344,525,-93.64978,42.001246
375000,150,215245,Timberland,Good,2136,2036,0,2036,513,-93.652119,42.00138
315500,89,12898,Timberland,Excellent,1620,1620,0,1620,912,-93.65315,41.995027
224500,83,13159,Timberland,Good,846,846,846,1692,650,-93.651832,41.995058
410000,113,13438,Timberland,Excellent,2190,2036,0,2036,780,-93.651867,41.993759
316500,79,14463,Timberland,Excellent,1641,1641,0,1641,885,-93.653039,41.994727
201000,73,8925,Timberland,Very_Good,1466,1466,0,1466,610,-93.650453,41.994695
175000,130,11457,Timberland,Above_Average,1392,1412,0,1412,576,-93.646455,41.997684
204000,0,9839,Timberland,Above_Average,712,1375,862,2237,440,-93.644884,41.998952
213500,125,14419,Timberland,Good,1645,1479,0,1479,578,-93.6446004,41.9981656
220000,0,6853,Timberland,Very_Good,1267,1296,0,1296,471,-93.646793,41.996327
170000,75,9157,Timberland,Good,912,1072,942,2014,486,-93.646638,41.996093
315000,85,14601,Timberland,Excellent,1838,1838,0,1838,765,-93.646816,41.995359
425000,85,12633,Timberland,Excellent,1978,1978,0,1978,920,-93.651703,41.992964
139500,75,12518,Mitchell,Average,1008,1008,0,1008,384,-93.6042638,41.9935397
115000,100,21750,Mitchell,Average,0,1771,0,1771,336,-93.608359,41.992193
162000,32,4500,Mitchell,Above_Average,1204,1204,0,1204,412,-93.608196,41.993128
165000,0,4500,Mitchell,Above_Average,1224,1224,0,1224,402,-93.60821,41.992122
91000,21,1596,Meadow_Village,Below_Average,462,526,462,988,297,-93.604252,41.991786
130000,62,9858,Mitchell,Average,864,874,0,874,288,-93.604218,41.992919
86000,21,1526,Meadow_Village,Below_Average,630,630,0,630,286,-93.603479,41.992185
160000,83,13383,Mitchell,Average,1188,1404,0,1404,504,-93.600636,41.9928219
80000,21,1477,Meadow_Village,Below_Average,630,630,0,630,286,-93.603111,41.99217
97000,21,1533,Meadow_Village,Below_Average,546,798,546,1344,0,-93.601975,41.992539
88000,21,2217,Meadow_Village,Below_Average,546,546,546,1092,286,-93.60176,41.991786
131900,50,7689,Mitchell,Average,796,796,0,796,336,-93.601127,41.991365
131250,62,7706,Mitchell,Above_Average,384,1091,0,1091,429,-93.606688,41.987535
165500,0,9101,Mitchell,Average,1097,1110,0,1110,602,-93.604928,41.988776
112000,0,8780,Mitchell,Average,833,833,0,833,0,-93.603867,41.988222
149000,70,7669,Mitchell,Average,828,883,0,883,698,-93.602777,41.987659
143000,85,14115,Mitchell,Average,796,796,566,1362,480,-93.609453,41.986502
130000,62,10429,Mitchell,Average,624,624,663,1287,440,-93.606925,41.986509
196000,0,9819,Mitchell,Above_Average,1567,1567,0,1567,714,-93.599866,41.991493
173000,70,10457,Mitchell,Average,784,784,848,1632,898,-93.600191,41.99095
176500,87,11029,North_Ames,Above_Average,1184,1414,0,1414,601,-93.6188286,42.0525525
237500,0,12925,North_Ames,Above_Average,1205,2117,0,2117,550,-93.6163289,42.051446
206900,85,11075,North_Ames,Above_Average,952,1092,1020,2112,576,-93.617424,42.049587
187500,72,8702,Gilbert,Above_Average,926,926,678,1604,470,-93.639062,42.05996
165000,65,8139,Gilbert,Above_Average,680,680,790,1470,420,-93.637796,42.061231
195500,59,9535,Gilbert,Above_Average,926,926,678,1604,472,-93.638775,42.060771
192000,59,9042,Gilbert,Above_Average,943,943,695,1638,472,-93.638778,42.060822
173000,0,15038,Gilbert,Above_Average,916,916,720,1636,386,-93.637482,42.060369
177900,53,14137,Gilbert,Average,1348,1384,0,1384,404,-93.636718,42.060639
175000,57,21872,Gilbert,Good,729,729,717,1446,406,-93.636948,42.0623
286000,41,4923,Stone_Brook,Very_Good,1593,1593,0,1593,682,-93.633876,42.062976
247900,45,6264,Stone_Brook,Very_Good,1664,1682,0,1682,528,-93.633781,42.061374
180000,41,5395,Stone_Brook,Very_Good,1337,1337,0,1337,462,-93.633905,42.060865
180000,39,5070,Stone_Brook,Very_Good,1280,1280,0,1280,506,-93.633797,42.06076
181000,100,10839,Gilbert,Above_Average,926,926,678,1604,470,-93.639151,42.059408
183000,73,11184,Gilbert,Above_Average,932,932,701,1633,460,-93.639007,42.059364
188000,0,8000,Gilbert,Above_Average,773,773,885,1658,431,-93.637763,42.059411
194500,0,10832,Gilbert,Good,712,1086,809,1895,409,-93.636798,42.058445
185000,0,14067,Gilbert,Above_Average,836,851,858,1709,416,-93.637279,42.05701
189000,40,4671,Stone_Brook,Very_Good,1228,1228,0,1228,472,-93.632013,42.059518
188500,65,5950,Stone_Brook,Very_Good,1337,1337,0,1337,462,-93.631581,42.059636
355000,101,13543,Stone_Brook,Very_Good,1168,1168,1332,2500,683,-93.628831,42.061394
325000,77,11198,Stone_Brook,Excellent,1122,1134,1370,2504,656,-93.628901,42.06056
387000,53,15401,Stone_Brook,Excellent,1884,1884,0,1884,670,-93.627911,42.060241
115000,0,31220,Gilbert,Above_Average,1632,1474,0,1474,495,-93.622299,42.059792
334000,60,8118,Stone_Brook,Excellent,1710,1710,0,1710,557,-93.629808,42.058896
133000,0,47280,Gilbert,Above_Average,1488,1488,0,1488,738,-93.6225667,42.0586718
215000,46,20544,Northwest_Ames,Good,791,1236,857,2093,542,-93.6391494,42.056015
226500,63,12680,Northwest_Ames,Good,1675,1688,0,1688,528,-93.639715,42.054514
175500,78,12090,Northwest_Ames,Above_Average,1422,1422,0,1422,576,-93.637825,42.054562
181900,0,10825,Northwest_Ames,Good,1260,1260,0,1260,598,-93.637808,42.054439
235000,56,18559,Northwest_Ames,Good,2048,2064,0,2064,550,-93.636511,42.055358
220000,85,14450,Northwest_Ames,Good,1782,1782,0,1782,551,-93.636505,42.054503
272000,0,12227,Northwest_Ames,Above_Average,1330,1542,1330,2872,619,-93.635111,42.054455
161000,90,13068,Northwest_Ames,Above_Average,1211,1211,0,1211,461,-93.630299,42.054211
175000,0,15611,Northwest_Ames,Average,1126,1126,0,1126,540,-93.633168,42.055432
185000,80,10400,Northwest_Ames,Good,738,1277,767,2044,489,-93.635153,42.052544
146900,75,9743,Northwest_Ames,Average,720,720,588,1308,484,-93.637105,42.050326
292500,0,12511,Northwest_Ames,Good,1420,1420,1420,2840,1314,-93.63719,42.051473
180000,104,11361,Northwest_Ames,Above_Average,1193,1523,0,1523,478,-93.633905,42.050679
159900,80,10400,Northwest_Ames,Above_Average,1444,1444,0,1444,473,-93.635216,42.049449
205000,80,10480,Northwest_Ames,Good,803,1098,866,1964,483,-93.6341769,42.04986
157000,80,10000,Northwest_Ames,Average,1176,1178,0,1178,439,-93.631129,42.049609
306000,0,14311,Northwest_Ames,Very_Good,1236,1236,1104,2340,787,-93.630231,42.051074
133000,60,9000,North_Ames,Average,896,896,896,1792,480,-93.626544,42.056306
151000,65,9750,North_Ames,Above_Average,1054,1054,0,1054,460,-93.627875,42.05539
111900,68,10295,North_Ames,Below_Average,936,936,0,936,288,-93.626511,42.055304
123000,63,7560,North_Ames,Average,864,864,0,864,576,-93.630208,42.054328
111250,0,12735,North_Ames,Below_Average,864,864,0,864,576,-93.624265,42.0564348
181000,34,4060,North_Ames,Above_Average,1405,1337,0,1337,511,-93.624873,42.054693
103400,21,1680,Briardale,Above_Average,483,483,504,987,264,-93.628971,42.052794
100000,21,1680,Briardale,Above_Average,483,483,504,987,264,-93.627629,42.052755
100500,21,1890,Briardale,Above_Average,483,483,504,987,352,-93.627114,42.051479
106000,21,1869,Briardale,Above_Average,483,483,504,987,280,-93.629462,42.052332
85400,21,1680,Briardale,Above_Average,483,483,504,987,264,-93.62765,42.051678
89500,21,1680,Briardale,Above_Average,483,483,504,987,264,-93.627309,42.051687
111750,21,1680,Briardale,Average,630,630,672,1302,264,-93.629425,42.051659
140000,53,4043,Northpark_Villa,Above_Average,1069,1069,0,1069,440,-93.627234,42.050001
143000,24,2308,Northpark_Villa,Above_Average,855,855,601,1456,460,-93.625986,42.05068
148500,24,2529,Northpark_Villa,Good,1055,1055,0,1055,440,-93.625848,42.050257
110000,0,9477,North_Ames,Average,864,892,0,892,264,-93.62649,42.04845
394617,96,12444,Northridge_Heights,Very_Good,1932,1932,0,1932,774,-93.658873,42.062046
426000,96,12474,Northridge_Heights,Very_Excellent,1682,1742,590,2332,846,-93.6573126,42.0632692
385000,114,14803,Northridge_Heights,Very_Excellent,2078,2084,0,2084,1220,-93.652941,42.063129
446261,67,14948,Northridge_Heights,Excellent,1452,1476,1237,2713,858,-93.652744,42.062925
317500,98,12704,Northridge_Heights,Very_Good,1582,1582,0,1582,905,-93.654642,42.062259
372402,107,13891,Northridge_Heights,Very_Good,1710,1710,0,1710,866,-93.6566551,42.0624143
417500,105,13693,Northridge_Heights,Very_Good,2418,2464,0,2464,650,-93.657832,42.062432
383000,104,14418,Northridge_Heights,Excellent,1950,1950,0,1950,706,-93.657889,42.061133
390000,108,13418,Northridge_Heights,Excellent,1850,1850,898,2748,850,-93.657188,42.06027
460000,96,12539,Northridge_Heights,Very_Excellent,1620,1632,1158,2790,1150,-93.656801,42.060427
379000,102,12151,Northridge_Heights,Excellent,1414,1414,917,2331,1003,-93.65369,42.060766
250000,74,8899,Northridge_Heights,Very_Good,948,948,1140,2088,656,-93.654734,42.060425
316000,85,10574,Northridge_Heights,Very_Good,1148,1170,1162,2332,756,-93.654443,42.0599011
615000,106,12720,Northridge_Heights,Very_Excellent,2535,2470,0,2470,789,-93.656958,42.058484
412500,110,13688,Northridge_Heights,Excellent,1572,1572,1096,2668,726,-93.65572,42.058683
284000,85,10625,Northridge_Heights,Good,998,1006,1040,2046,871,-93.652549,42.058573
284000,92,10845,Northridge_Heights,Very_Good,1603,1575,0,1575,732,-93.651216,42.058649
421250,130,16900,Northridge_Heights,Very_Good,1479,1515,1134,2649,746,-93.655587,42.057028
370000,112,16451,Northridge_Heights,Very_Good,1765,1804,886,2690,795,-93.654914,42.058694
336860,58,10110,Northridge_Heights,Excellent,1858,1866,0,1866,870,-93.654187,42.057164
367294,65,8769,Northridge_Heights,Excellent,1702,1702,0,1702,1052,-93.6513669,42.0579589
192000,135,12304,Northridge_Heights,Good,1367,1367,0,1367,484,-93.649744,42.0582
274000,62,12677,Northridge_Heights,Very_Good,1518,1518,0,1518,588,-93.653868,42.056766
266000,63,8849,Northridge_Heights,Excellent,1684,1684,0,1684,564,-93.652769,42.0570189
370967,89,8232,Northridge_Heights,Excellent,1800,1800,0,1800,944,-93.651845,42.057446
234250,48,6240,Northridge_Heights,Very_Good,1342,1342,0,1342,550,-93.651163,42.057179
219500,48,6240,Northridge_Heights,Very_Good,1342,1342,0,1342,550,-93.6514243,42.0571198
155000,36,2448,Northridge_Heights,Good,764,764,862,1626,474,-93.649997,42.057468
154000,36,2448,Northridge_Heights,Good,764,764,862,1626,474,-93.650607,42.057094
207000,59,8198,Northridge_Heights,Good,1358,1358,0,1358,484,-93.65089,42.056616
